id,nme,shortnme
123942,NF041479,spor_membprot_YtrI
123943,NF041480,flag_mot_ctl_ZomB
123944,NF041481,beta_arabfuran_tase
123945,NF041482,ADPrt_Strmyces
123946,NF041483,growth_prot_Scy
123947,NF041484,membrane_YmiC
123948,NF041485,spor_mat_CgeC
123949,NF041486,rep_init_RepSA
123950,NF041487,copper_ox_MnxG
123951,NF041488,caps_synth_Cps4B
123952,NF041489,sigO_reg_RsoA
123953,NF041490,trans_reg_SutA
123954,NF041491,membrane_YniD
123955,NF041492,MobF
123956,NF041493,MobT
123957,NF041494,MobH
123958,NF041495,MobB_relaxase
123959,NF041496,MobQ
123960,NF041497,MobV
123961,NF041498,MobP2
123962,NF041499,MobP3
123963,NF041501,cola_mem
123964,NF041502,integrase_1
123965,NF041503,WZX_like
123966,NF041504,AccA_sub
123967,NF041505,HrpD6
123968,NF041506,VapD
123969,NF041507,HrpE_Xanth
123970,NF041508,BacL2
123971,NF041510,AMED_5909_fam
123972,NF041511,PA2816_fam
123973,NF041512,PA2817_fam
123974,NF041513,formate_DH_Act
123975,NF041514,Legion_RtxA_N
123976,NF041515,GspC_delta
123977,NF041516,PA2928_fam
123978,NF041518,choice_anch_Q
123979,NF041519,bluetail
123980,NF041520,flexitail
123981,NF041521,HhoA_HhoB_HtrA
123982,NF041522,TPR_sll0314
123983,NF041523,post_COAP_1
123984,NF041524,Gltr_6
123985,NF041525,HrpD5
123986,NF041526,Hpa3
123987,NF041527,SCO1860_LAETG
123988,NF041528,strep_LAETG
123989,NF041529,LvhB7
123990,NF041530,LvrD
123991,NF041531,HrpV
123992,NF041532,HprT
123993,NF041533,trans_reg_TagK
123994,NF041534,rodZ_Strepcoccus
123995,NF041535,TonB_rec_PqqU
123996,NF041536,ArsM_DUF2284_UU
123997,NF041537,ArsM_AhpD_UU
123998,NF041538,PEP_EDSA_1
123999,NF041539,choice_anch_R
124000,NF041540,dockerin_GC
124001,NF041541,fosBx1_fam
124002,NF041542,fosX-Cc
124003,NF041543,XopA_Hpa1
124004,NF041544,ParC
124005,NF041545,GrdB_like_no_Se
124006,NF041546,ParA_partition
124007,NF041547,GntR_LSA1692
124008,NF041548,PssE
124009,NF041549,PssD
124010,NF041550,CesT_sub
124011,NF041551,YlcI_YnfO_N
124012,NF041552,TF_PrdR
124013,NF041553,CBO2463_dom
124014,NF041554,SA1362_fam
124015,NF041555,tannase_A
124016,NF041556,tannase_B
124017,NF041557,AmoA_BACT
124018,NF041558,NosP
124019,NF041559,BTH_I2691_fam
124020,NF041560,T6SS_Burk_ExIF
124021,NF041561,PraA
124022,NF041562,PraB
124023,NF041563,amorph_syn
124024,NF041564,eudesmol_syn
124025,NF041565,selin_dien_syn
124026,NF041566,branchenz_Thermus
124027,NF041567,mtaseRsmF_Thermus
124028,NF041568,Jag_EloR
124029,NF041569,A-tRNAntase
124030,NF041570,acyltasePE
124031,NF041571,alkn_up_AupA
124032,NF041572,rhamnosid_Flavobac
124033,NF041573,rhamnosid_Stmyc
124034,NF041574,antitoxPezT_Strep
124035,NF041575,antitoxPezA_Strep
124036,NF041576,bacphytchrmBphP
124037,NF041577,nside_bi_sphtase
124038,NF041578,betaarabinsidaseHypBA2
124039,NF041579,betaxyl_Flavo
124040,NF041580,DidA
124041,NF041581,SosA
124042,NF041582,malolactic
124043,NF041583,SOS_SulA_aeru
124044,NF041584,MqnP_SCO4491
124045,NF041585,MqnP_Cj_Hp
124046,NF041586,MqnP_DT
124047,NF041587,YmgF
124048,NF041588,AQJ64_40280_fam
124049,NF041589,PepG1
124050,NF041591,CxxC_VVA0879
124051,NF041592,carboxyl_red
124052,NF041593,histid_kinase_PdhS
124053,NF041594,dam_ctlPhtase_Archglob
124054,NF041595,dap_A_syn_DdaF
124055,NF041596,fum_diaprop_lig_DdaG
124056,NF041597,T3SS_coreg_PtrC
124057,NF041598,small_PA2485
124058,NF041599,reg_PtrA_PA2808
124059,NF041600,cyt_ox_CcoM
124060,NF041601,PA5502_lipo
124061,NF041602,VF_A0006_fam
124062,NF041603,Cys_rich_47
124063,NF041604,CSP_NTE_dom
124064,NF041605,gln_syn_GlnII
124065,NF041606,dguan_cyc_DgcA
124066,NF041607,dimeth_corrin_MtbC
124067,NF041608,methylcob_mtaseMtbA
124068,NF041609,esterase_EstP
124069,NF041610,alph_arabinopyran
124070,NF041611,exoglucan_CbhB
124071,NF041612,fdxn_Clost
124072,NF041613,fdxn_Azotob
124073,NF041614,FeSrepair_DnrN
124074,NF041615,Feoxidase_Iro
124075,NF041616,T2SS_C_SYNERG
124076,NF041617,T2SS_L_SYNERG
124077,NF041618,T2SS_M_SYNERG
124078,NF041619,T2SS_N_SYNERG
124079,NF041620,MXAN_5187_fam
124080,NF041621,MXAN_5187_C_dom
124081,NF041622,KwaA
124082,NF041623,KwaB
124083,NF041624,isoafr_syn
124084,NF041625,methfumCoahyd_Halo
124085,NF041626,malyCoAlyase_Halo
124086,NF041627,NaLiK_antip_UmpA
124087,NF041628,NaLiK_antip_UmpB
124088,NF041629,anti_IS1548_end
124089,NF041630,CBS_CbpB
124090,NF041631,KRQAASG_repeat
124091,NF041633,trifunc_aldol
124092,NF041634,HAEPLYID
124093,NF041635,STM3941_fam
124094,NF041636,slam_lipo
124095,NF041637,FGAM_small_mem
124096,NF041638,QRL_CxxC_CxxC
124097,NF041639,YicS_fam
124098,NF041640,AmoB_BACT
124099,NF041641,AmoC_BACT
124100,NF041642,RAxF_45
124101,NF041644,CBO0543_fam
124102,NF041645,prot_kin_PA4780
124103,NF041646,VC0807_fam
124104,NF041647,ABC_perm_CPBP
124105,NF041648,spore_exo_CotA
124106,NF041649,ceramidase_neut
124107,NF041650,nod_mtase_NodS
124108,NF041651,nodul_NodU
124109,NF041652,Nud_hyd_Dein
124110,NF041653,Nud_hyd_Meth
124111,NF041654,GlcNAcase
124112,NF041655,MM0924_fam
124113,NF041656,CPBP_MmRce1
124114,NF041657,ompB_ricketsia
124115,NF041658,ornithlipidmtase_OlsG
124116,NF041659,Papain_Inhib
124117,NF041660,oxygluDhInhib_OdhI
124118,NF041661,Cycl_ph_dihydrol
124119,NF041662,ampC_Kaer
124120,NF041663,ampC_Sliq
124121,NF041664,RNAP_arch_Epp
124122,NF041665,blaPSZ
124123,NF041666,ampC_Ecan
124124,NF041667,GvpU
124125,NF041668,trim_DfrL
124126,NF041669,GvpT
124127,NF041670,GvpQ
124128,NF041671,peri_hyde_PaoC
124129,NF041672,ADPriboarghdlase
124130,NF041673,transregRamA
124131,NF041674,RNA-bind_Rsr
124132,NF041675,sarc_dimgly_mtase
124133,cd24166,Mex1-like
124134,cd24167,GH9_CelA_CelD-like
124135,cd24168,GH9_Xan
124136,cd24169,GH9_cellulase-like
124137,cd24170,GH9_cellulase-like
124138,cd24171,Diels-Alderase
124139,cd24172,1004171764_clust
124140,cd24173,1017465570_clust_filt
124141,cd24174,1026944993_clust_filt
124142,cd24175,1026945097_clust_filt
124143,cd24176,1026945133_clust_filt
124144,cd24177,1026945265_clust_filt
124145,cd24178,1026945673_clust_filt
124146,cd24179,1026945739_clust_filt
124147,cd24180,1026945767_clust_filt
124148,cd24181,1026945965_clust_filt
124149,cd24182,1026946077_clust_filt
124150,cd24183,1026946523_clust_filt
124151,cd24184,1026947197_clust_filt
124152,cd24185,1026948393_clust_filt
124153,cd24186,1026949657_clust_filt
124154,cd24187,1026949903_clust_filt
124155,cd24188,1026950189_clust_filt
124156,cd24189,1026950403_clust_filt
124157,cd24190,1026950857_clust_filt
124158,cd24191,1026950889_clust_filt
124159,cd24192,1026950949_clust_filt
124160,cd24193,1026950969_clust_filt
124161,cd24194,1026950991_clust_filt
124162,cd24195,1026951589_clust_filt
124163,cd24196,1026951633_clust_filt
124164,cd24197,1026951665_clust_filt
124165,cd24198,1026951811_clust_filt
124166,cd24199,1026951883_clust_filt
124167,cd24200,1026951911_clust_filt
124168,cd24201,1026952069_clust_filt
124169,cd24202,1026952347_clust_filt
124170,cd24203,1026952431_clust_filt
124171,cd24204,1026953249_clust_filt
124172,cd24205,1026953701_clust_filt
124173,cd24206,1026953787_clust_filt
124174,cd24207,1026953885_clust_filt
124175,cd24208,1026954331_clust
124176,cd24209,1026954585_clust_filt
124177,cd24210,1026954907_clust_filt
124178,cd24211,1026955027_clust_filt
124179,cd24212,1026956469_clust_filt
124180,cd24213,1026956751_clust_filt
124181,cd24214,1026957177_clust_filt
124182,cd24215,1026957691_clust_filt
124183,cd24216,1026957911_clust_filt
124184,cd24217,1026958099_clust_filt
124185,cd24218,1026958515_clust_filt
124186,cd24219,1026959881_clust_filt
124187,cd24220,1026960051_clust_filt
124188,cd24221,1026960453_clust_filt
124189,cd24222,1026961443_clust_filt
124190,cd24223,1026961641_clust_filt
124191,cd24224,1026963421_clust_filt
124192,cd24225,1026963441_clust_filt
124193,cd24226,1026965065_clust_filt
124194,cd24227,1026965463_clust_filt
124195,cd24228,1026965471_clust_filt
124196,cd24229,1026965559_clust_filt
124197,cd24230,1026968599_clust_filt
124198,cd24231,1026970234_clust_filt
124199,cd24232,1026970612_clust_filt
124200,cd24233,1026970778_clust_filt
124201,cd24234,1026970892_clust_filt
124202,cd24235,1026972052_clust_filt
124203,cd24236,1026973354_clust
124204,cd24237,1026975106_clust_filt
124205,cd24238,1026975726_clust_filt
124206,cd24239,1026975988_clust_filt
124207,cd24240,1026977002_clust_filt
124208,cd24241,1026977752_clust
124209,cd24242,1026978292_clust_filt
124210,cd24243,1026980754_clust
124211,cd24244,1026984362_clust_filt
124212,cd24245,1026984712_clust_filt
124213,cd24246,1026985694_clust_filt
124214,cd24247,1026985824_clust_filt
124215,cd24248,1026986698_clust_filt
124216,cd24249,1026989104_clust_filt
124217,cd24250,1026989984_clust_filt
124218,cd24251,1026990060_clust_filt
124219,cd24252,1026990212_clust_filt
124220,cd24253,1026992460_clust_filt
124221,cd24254,1026996613_clust_filt
124222,cd24255,1026996625_clust_filt
124223,cd24256,1026998575_clust_filt
124224,cd24257,1026999533_clust_filt
124225,cd24258,1027000425_clust_filt
124226,cd24259,1027000501_clust_filt
124227,cd24260,1027000575_clust_filt
124228,cd24261,1027001363_clust_filt
124229,cd24262,1027002123_clust_filt
124230,cd24263,1027002523_clust_filt
124231,cd24264,1027003673_clust
124232,cd24265,1027003905_clust_filt
124233,cd24266,1027004443_clust_filt
124234,cd24267,1027005217_clust_filt
124235,cd24268,1027006099_clust_filt
124236,cd24269,1027006143_clust_filt
124237,cd24270,1027006779_clust_filt
124238,cd24271,1027008489_clust_filt
124239,cd24272,1027009972_clust
124240,cd24273,1027010438_clust_filt
124241,cd24274,1027011908_clust_filt
124242,cd24275,1027012844_clust_filt
124243,cd24276,1027013480_clust_filt
124244,cd24277,1027014976_clust_filt
124245,cd24278,1027015096_clust_filt
124246,cd24279,1027015222_clust_filt
124247,cd24280,1027016704_clust_filt
124248,cd24281,1027018196_clust_filt
124249,cd24282,1027019234_clust_filt
124250,cd24283,1027019780_clust_filt
124251,cd24284,1027019980_clust_filt
124252,cd24285,1027020756_clust_filt
124253,cd24286,1027021062_clust_filt
124254,cd24287,1027021364_clust_filt
124255,cd24288,1027022088_clust_filt
124256,cd24289,1027022322_clust_filt
124257,cd24290,1027022422_clust_filt
124258,cd24291,1027022954_clust_filt
124259,cd24292,1027023002_clust_filt
124260,cd24293,1027023022_clust_filt
124261,cd24294,1027023434_clust_filt
124262,cd24295,1027023710_clust_filt
124263,cd24296,1027025644_clust_filt
124264,cd24297,1027026254_clust
124265,cd24298,1027057602_clust_filt
124266,cd24299,1027057680_clust_filt
124267,cd24300,1027057696_clust_filt
124268,cd24301,1027058894_clust_filt
124269,cd24302,1027059484_clust_filt
124270,cd24303,1027059514_clust_filt
124271,cd24304,1027060354_clust_filt
124272,cd24305,1027061140_clust_filt
124273,cd24306,1027061204_clust_filt
124274,cd24307,1027061450_clust_filt
124275,cd24308,1027062476_clust
124276,cd24309,1027062836_clust_filt
124277,cd24310,1027063062_clust_filt
124278,cd24311,1027063128_clust_filt
124279,cd24312,1027063352_clust_filt
124280,cd24313,1027063920_clust_filt
124281,cd24314,1027065532_clust_filt
124282,cd24315,1027066688_clust_filt
124283,cd24316,1027066988_clust_filt
124284,cd24317,1027067036_clust_filt
124285,cd24318,1027067070_clust_filt
124286,cd24319,1027067106_clust_filt
124287,cd24320,1027068582_clust_filt
124288,cd24321,1027069640_clust_filt
124289,cd24322,1027069706_clust_filt
124290,cd24323,1027069764_clust_filt
124291,cd24324,1027070396_clust_filt
124292,cd24325,1027070946_clust_filt
124293,cd24326,1027071354_clust_filt
124294,cd24327,1027071546_clust_filt
124295,cd24328,1027071840_clust_filt
124296,cd24329,1027072460_clust_filt
124297,cd24330,1027072624_clust_filt
124298,cd24331,1027073096_clust_filt
124299,cd24332,1027073300_clust_filt
124300,cd24333,1027073696_clust_filt
124301,cd24334,1027954420_clust_filt
124302,cd24335,1027958480_clust_filt
124303,cd24336,1037142474_clust_filt
124304,cd24337,1037146410_clust_filt
124305,cd24338,1037146615_clust
124306,cd24339,1037147062_clust_filt
124307,cd24340,1037147186_clust_filt
124308,cd24341,1037147424_clust_filt
124309,cd24342,1037147973_clust_filt
124310,cd24343,1037148053_clust_filt
124311,cd24344,1037148172_clust_filt
124312,cd24345,1037148308_clust_filt
124313,cd24346,1037150890_clust_filt
124314,cd24347,1037151250_clust_filt
124315,cd24348,1037151375_clust_filt
124316,cd24349,1040205288_clust_filt
124317,cd24350,1048349599_clust_filt
124318,cd24351,1050825350_clust_filt
124319,cd24352,1050825994_clust_filt
124320,cd24353,1050826110_clust_filt
124321,cd24354,1050826327_clust_filt
124322,cd24355,1050828105_clust_filt
124323,cd24356,1061385252_clust_filt
124324,cd24357,1064302963_clust_filt
124325,cd24358,1069860224_clust_filt
124326,cd24359,1069879512_clust_filt
124327,cd24360,1069886987_clust_filt
124328,cd24361,1069918206_clust_filt
124329,cd24362,1069918375_clust_filt
124330,cd24363,1069919555_clust_filt
124331,cd24364,1069919777_clust_filt
124332,cd24365,1069920071_clust_filt
124333,cd24366,1069920088_clust_filt
124334,cd24367,1069921346_clust_filt
124335,cd24368,1069922547_clust_filt
124336,cd24369,1069923878_clust_filt
124337,cd24370,1069924178_clust_filt
124338,cd24371,1069924180_clust_filt
124339,cd24372,1069924466_clust_filt
124340,cd24373,1069926345_clust_filt
124341,cd24374,1069926464_clust_filt
124342,cd24375,1069926677_clust_filt
124343,cd24376,1069926721_clust_filt
124344,cd24377,1069927438_clust_filt
124345,cd24378,1069928171_clust_filt
124346,cd24379,1069929366_clust_filt
124347,cd24380,1069929461_clust_filt
124348,cd24381,1069929486_clust_filt
124349,cd24382,1069929691_clust_filt
124350,cd24383,1069929991_clust_filt
124351,cd24384,1069930114_clust_filt
124352,cd24385,1069930521_clust_filt
124353,cd24386,1069930602_clust_filt
124354,cd24387,1069930648_clust_filt
124355,cd24388,1069931123_clust_filt
124356,cd24389,1069931295_clust_filt
124357,cd24390,1069931752_clust_filt
124358,cd24391,1069931944_clust_filt
124359,cd24392,1069932767_clust_filt
124360,cd24393,1069933166_clust_filt
124361,cd24394,1069933420_clust_filt
124362,cd24395,1069934497_clust_filt
124363,cd24396,1072220871_clust_filt
124364,cd24397,1072221035_clust_filt
124365,cd24398,1072221092_clust_filt
124366,cd24399,1072221588_clust_filt
124367,cd24400,1072221656_clust_filt
124368,cd24401,1072221740_clust_filt
124369,cd24402,1072222581_clust_filt
124370,cd24403,1072222586_clust_filt
124371,cd24404,1072223100_clust_filt
124372,cd24405,1072223960_clust_filt
124373,cd24406,1072224108_clust_filt
124374,cd24407,1072224502_clust_filt
124375,cd24408,1072224507_clust_filt
124376,cd24409,1072224522_clust_filt
124377,cd24410,1072224559_clust_filt
124378,cd24411,1072224594_clust_filt
124379,cd24412,1072224930_clust_filt
124380,cd24413,1072224992_clust_filt
124381,cd24414,1072225074_clust_filt
124382,cd24415,1072225162_clust_filt
124383,cd24416,1072225397_clust_filt
124384,cd24417,1072225706_clust_filt
124385,cd24418,1072226106_clust_filt
124386,cd24419,1072226193_clust_filt
124387,cd24420,1072226813_clust_filt
124388,cd24421,1072226907_clust_filt
124389,cd24422,1072226930_clust_filt
124390,cd24423,1072227000_clust_filt
124391,cd24424,1072227009_clust_filt
124392,cd24425,1072227086_clust_filt
124393,cd24426,1072227131_clust_filt
124394,cd24427,1072227393_clust_filt
124395,cd24428,1072227473_clust_filt
124396,cd24429,1072227613_clust_filt
124397,cd24430,1072228017_clust_filt
124398,cd24431,1072228343_clust_filt
124399,cd24432,1072228416_clust_filt
124400,cd24433,1072228486_clust_filt
124401,cd24434,1072228630_clust_filt
124402,cd24435,1072228648_clust_filt
124403,cd24436,1072228677_clust_filt
124404,cd24437,1072228873_clust_filt
124405,cd24438,1072228917_clust_filt
124406,cd24439,1072228955_clust_filt
124407,cd24440,1072229085_clust_filt
124408,cd24441,1072229123_clust_filt
124409,cd24442,1072229708_clust_filt
124410,cd24443,1072229782_clust_filt
124411,cd24444,1072229814_clust_filt
124412,cd24445,1072229846_clust_filt
124413,cd24446,1072229880_clust_filt
124414,cd24447,1072230624_clust_filt
124415,cd24448,1072231165_clust_filt
124416,cd24449,1072231209_clust_filt
124417,cd24450,1072231242_clust_filt
124418,cd24451,1072231640_clust_filt
124419,cd24452,1072231653_clust_filt
124420,cd24453,1072231767_clust_filt
124421,cd24454,1072232053_clust_filt
124422,cd24455,1072232235_clust_filt
124423,cd24456,1072232410_clust_filt
124424,cd24457,1072232751_clust_filt
124425,cd24458,1072232946_clust_filt
124426,cd24459,1072233315_clust_filt
124427,cd24460,1072233570_clust_filt
124428,cd24461,1072233654_clust_filt
124429,cd24462,1072233787_clust_filt
124430,cd24463,1072233802_clust_filt
124431,cd24464,1072234337_clust_filt
124432,cd24465,1072234453_clust_filt
124433,cd24466,1072234999_clust_filt
124434,cd24467,1072235172_clust_filt
124435,cd24468,1072235216_clust_filt
124436,cd24469,1072235979_clust_filt
124437,cd24470,1072235996_clust_filt
124438,cd24471,1072236193_clust_filt
124439,cd24472,1072236332_clust_filt
124440,cd24473,1072236465_clust_filt
124441,cd24474,1072236522_clust_filt
124442,cd24475,1072236558_clust_filt
124443,cd24476,1072236649_clust_filt
124444,cd24477,1072236710_clust_filt
124445,cd24478,1072237310_clust_filt
124446,cd24479,1072237484_clust_filt
124447,cd24480,1072237535_clust_filt
124448,cd24481,1072237602_clust_filt
124449,cd24482,1072237669_clust_filt
124450,cd24483,1072237799_clust_filt
124451,cd24484,1072238035_clust_filt
124452,cd24485,1072238237_clust_filt
124453,cd24486,1072238670_clust_filt
124454,cd24487,1072238847_clust_filt
124455,cd24488,1084891426_clust_filt
124456,cd24489,1084902793_clust_filt
124457,cd24490,1084903788_clust_filt
124458,cd24491,1084908007_clust_filt
124459,cd24492,1084908136_clust_filt
124460,cd24493,1084926211_clust_filt
124461,cd24494,1084932248_clust_filt
124462,cd24495,1084932528_clust_filt
124463,cd24496,1084936242_clust_filt
124464,cd24497,1084955276_clust_filt
124465,cd24498,1084986654_clust_filt
124466,cd24499,1084993695_clust_filt
124467,cd24500,1084993786_clust_filt
124468,cd24501,1084994793_clust_filt
124469,cd24502,1085000760_clust_filt
124470,cd24503,1085001152_clust_filt
124471,cd24504,1085002397_clust_filt
124472,cd24505,1085015626_clust_filt
124473,cd24506,1085015690_clust_filt
124474,cd24507,1085019970_clust_filt
124475,cd24508,1085030933_clust_filt
124476,cd24509,1085033492_clust_filt
124477,cd24510,1085037073_clust_filt
124478,cd24511,1085041623_clust_filt
124479,cd24512,1085044689_clust_filt
124480,cd24513,1085053720_clust_filt
124481,cd24514,1085055121_clust_filt
124482,cd24515,1085056433_clust_filt
124483,cd24516,1085057565_clust_filt
124484,cd24517,1085059884_clust_filt
124485,cd24518,1085063068_clust_filt
124486,cd24519,1085081112_clust_filt
124487,cd24520,1085081891_clust_filt
124488,cd24521,1085089414_clust_filt
124489,cd24522,1085105125_clust_filt
124490,cd24523,1085110556_clust_filt
124491,cd24524,1085110672_clust_filt
124492,cd24525,1085116449_clust_filt
124493,cd24526,1085116974_clust_filt
124494,cd24527,1085118936_clust_filt
124495,cd24528,1085125640_clust_filt
124496,cd24529,1085125950_clust_filt
124497,cd24530,1085128352_clust_filt
124498,cd24531,1085131128_clust_filt
124499,cd24532,1085132248_clust_filt
124500,cd24533,1085146970_clust_filt
124501,cd24534,1085147821_clust_filt
124502,cd24535,1085150710_clust_filt
124503,cd24536,1085152077_clust_filt
124504,cd24537,1085153961_clust_filt
124505,cd24538,1085186175_clust_filt
124506,cd24539,1085188971_clust_filt
124507,cd24540,1091410463_clust_filt
124508,cd24541,1091411872_clust_filt
124509,cd24542,1091415715_clust_filt
124510,cd24543,1091416277_clust_filt
124511,cd24544,1091417675_clust_filt
124512,cd24545,1091423081_clust_filt
124513,cd24546,1091424019_clust_filt
124514,cd24547,1091426729_clust_filt
124515,cd24548,1091429966_clust_filt
124516,cd24549,1091434036_clust_filt
124517,cd24550,1091435233_clust_filt
124518,cd24551,1091436954_clust_filt
124519,cd24552,1091437051_clust_filt
124520,cd24553,1092402930_clust_filt
124521,cd24554,1100062406_clust_filt
124522,cd24555,1101372071_clust_filt
124523,cd24556,1101373993_clust_filt
124524,cd24557,1101375615_clust_filt
124525,cd24558,1101375766_clust_filt
124526,cd24559,1101376432_clust_filt
124527,cd24560,1101377167_clust_filt
124528,cd24561,1101377520_clust_filt
124529,cd24562,1101379012_clust_filt
124530,cd24563,1101379363_clust_filt
124531,cd24564,1101379801_clust_filt
124532,cd24565,1101379865_clust_filt
124533,cd24566,1101379993_clust_filt
124534,cd24567,1101380185_clust_filt
124535,cd24568,1101383552_clust_filt
124536,cd24569,1101383849_clust_filt
124537,cd24570,1101384270_clust_filt
124538,cd24571,1101384952_clust_filt
124539,cd24572,1101384977_clust_filt
124540,cd24573,1101385453_clust_filt
124541,cd24574,1101385808_clust_filt
124542,cd24575,1101387687_clust_filt
124543,cd24576,1101389796_clust_filt
124544,cd24577,1101390765_clust_filt
124545,cd24578,1101390803_clust_filt
124546,cd24579,1101393150_clust_filt
124547,cd24580,1101393350_clust_filt
124548,cd24581,1101393850_clust_filt
124549,cd24582,1101394590_clust_filt
124550,cd24583,1111953145_clust_filt
124551,cd24584,1129156971_clust_filt
124552,cd24585,1129157142_clust_filt
124553,cd24586,1129160752_clust_filt
124554,cd24587,1129161172_clust_filt
124555,cd24588,1129163897_clust_filt
124556,cd24589,1129165050_clust_filt
